run_id,order_index,agent,execution_name,start_ts,end_ts,duration_s,num_tool_calls,num_kb_tool_calls,num_reflections,num_findings_registered,retry_count,num_empty_retries,hit_hard_cap,input_tokens,output_tokens,cached_input_tokens,reasoning_tokens,total_tokens
20260903-1022-0012,3,dast,XSS test on post endpoints,2026-09-03T10:26:38.144363+00:00,2026-09-03T10:27:35.419655+00:00,57.275292,5,11,0,0,0,0,False,38181,3438,23620,0,41619
20260903-1022-0012,4,dast,XSS test on requests and auth endpoints,2026-09-03T10:27:41.409842+00:00,2026-09-03T10:30:15.782665+00:00,154.372823,11,18,2,1,0,0,False,372376,7335,268756,0,379711
20260903-1022-0012,5,dast,XSS test on settings form,2026-09-03T10:30:21.405824+00:00,2026-09-03T10:33:18.867352+00:00,177.461528,19,37,4,0,0,0,False,596051,7919,476430,0,603970
20260903-1022-0012,6,dast,XSS test on remaining POST endpoints,2026-09-03T10:33:26.939652+00:00,2026-09-03T10:35:42.909203+00:00,135.969551,8,25,2,4,0,0,False,390070,6799,317710,0,396869
20260903-1022-0012,7,exploitation,Exploitation of users search XSS,2026-09-03T10:35:56.301374+00:00,2026-09-03T10:37:35.796861+00:00,99.495487,5,10,1,1,0,0,False,109682,5469,58276,0,115151
20260903-1022-0012,8,exploitation,Exploitation of create_post stored XSS,2026-09-03T10:37:41.520809+00:00,2026-09-03T10:40:48.335200+00:00,186.814391,13,20,2,1,0,0,False,290111,9737,189224,0,299848
20260903-1022-0012,9,exploitation,Exploitation of edit_post stored XSS,2026-09-03T10:40:54.607115+00:00,2026-09-03T10:43:05.483143+00:00,130.876028,9,17,1,1,0,0,False,230760,6951,162918,0,237711
20260903-1022-0012,10,exploitation,Exploitation of request_friend reflected XSS,2026-09-03T10:43:11.308978+00:00,2026-09-03T10:46:39.030101+00:00,207.721123,15,24,2,1,0,0,False,456456,10841,362257,0,467297
20260903-1047-0013,0,recon,Initial recon and authentication,2026-09-03T10:47:54.866261+00:00,2026-09-03T10:50:10.671654+00:00,135.805393,18,21,1,1,0,0,False,207877,5910,104269,0,213787
20260903-1047-0013,1,dast,DAST on GET query parameters for XSS,2026-09-03T10:50:21.816918+00:00,2026-09-03T10:51:43.141463+00:00,81.324545,7,14,1,2,0,0,False,145256,4107,97488,0,149363
20260903-1047-0013,2,dast,DAST on POST form fields for XSS,2026-09-03T10:51:49.801437+00:00,2026-09-03T11:02:58.288359+00:00,668.486922,26,32,4,0,0,0,False,745862,28141,621215,0,774003
20260903-1047-0013,3,dast,DAST on remaining endpoints for XSS,2026-09-03T11:03:06.755854+00:00,2026-09-03T11:12:55.786303+00:00,589.030449,18,36,4,0,0,0,False,699996,24129,602324,0,724125
20260903-1047-0013,4,exploitation,Exploitation of users search XSS,2026-09-03T11:13:17.772994+00:00,2026-09-03T11:14:36.344539+00:00,78.571545,8,16,1,1,0,0,False,127738,3658,69588,0,131396
20260903-1047-0013,5,exploitation,Exploitation of posts search XSS,2026-09-03T11:14:41.956228+00:00,2026-09-03T11:20:48.858259+00:00,366.902031,24,41,2,1,0,0,False,473253,21653,385903,0,494906
20260903-1121-0014,0,recon,Initial recon and login,2026-09-03T11:21:56.035199+00:00,2026-09-03T11:24:08.926832+00:00,132.891633,18,23,1,1,0,0,False,297255,5713,201312,0,302968
20260903-1121-0014,1,dast,DAST user-related GET parameters,2026-09-03T11:24:29.794506+00:00,2026-09-03T11:27:05.375360+00:00,155.580854,18,24,2,2,0,0,False,475902,7087,373571,0,482989
20260903-1121-0014,2,dast,DAST posts messages and post management params,2026-09-03T11:27:10.742645+00:00,2026-09-03T11:29:06.001902+00:00,115.259257,18,23,1,0,0,0,False,131178,5471,56334,0,136649
20260903-1121-0014,3,dast,DAST POST login signup create_post,2026-09-03T11:29:12.600326+00:00,2026-09-03T11:31:42.239409+00:00,149.639083,13,23,2,1,0,0,False,446624,6862,339390,0,453486
20260903-1121-0014,4,dast,DAST POST edit_post settings friend_requests DM,2026-09-03T11:31:47.841287+00:00,2026-09-03T11:34:24.344822+00:00,156.503535,14,27,2,2,0,0,False,541098,7169,435614,0,548267
20260903-1121-0014,5,exploitation,Exploitation of stored XSS in create_post,2026-09-03T11:34:50.397503+00:00,2026-09-03T11:38:53.975552+00:00,243.578049,21,26,2,1,0,0,False,544360,12840,438378,0,557200
20260903-1121-0014,6,exploitation,Exploitation of stored XSS in edit_post,2026-09-03T11:38:58.915249+00:00,2026-09-03T11:40:41.481284+00:00,102.566035,9,14,1,1,0,0,False,178658,5180,119889,0,183838
20260903-1121-0014,7,exploitation,Exploitation of reflected XSS in users search,2026-09-03T11:40:47.915989+00:00,2026-09-03T11:42:45.030527+00:00,117.114538,6,13,1,1,0,0,False,158425,6586,107539,0,165011
20260903-1121-0014,8,exploitation,Exploitation of reflected XSS in friends search,2026-09-03T11:42:50.385838+00:00,2026-09-03T11:44:40.682720+00:00,110.296882,7,14,1,1,0,0,False,143078,5856,79725,0,148934
20260903-1121-0014,9,exploitation,Exploitation of reflected XSS in request_friend,2026-09-03T11:44:46.226350+00:00,2026-09-03T11:48:39.630085+00:00,233.403735,23,27,2,1,0,0,False,377054,11472,244334,0,388526
